listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent
B0016042,102.626,32,2070.2506,4.0022,3,15,11,1,0,7.4171,3473.5143
B0011382,140.5077,21,3858.5911,22.0568,4,14,4,4,1,6.6943,4030.417
B0012390,119.1591,1,853.4166,8.7228,3,16,12,4,1,4.8321,4920.5229
B0013593,82.0706,21,1313.4318,3.6909,3,3,10,2,0,5.9696,3667.2874
B0011008,71.4863,26,2986.7917,21.2839,2,28,4,1,1,5.3678,2260.2108
B0012349,49.1355,29,2197.3679,15.4841,2,7,4,2,1,3.4534,1810.803
B0018346,76.0931,2,120.0,3.144,2,15,16,4,1,5.2632,4197.5677
B0010766,150.118,7,3152.7726,23.0402,4,16,1,4,1,5.4033,4269.7732
B0009313,39.7297,32,2359.5698,17.7008,1,15,8,1,1,5.154,1347.4386
B0013711,84.248,11,1722.0489,8.0306,2,25,11,3,1,6.8547,3969.2611
B0018667,118.1206,21,1778.24,21.5241,3,5,6,2,0,5.563,3440.0813
B0003955,79.8521,26,2112.2964,19.4344,3,8,6,2,1,5.4502,2637.1111
B0010907,103.4685,27,2956.1862,13.5075,4,5,3,3,1,4.7289,3161.5319
B0017451,110.7622,19,1981.7111,11.4306,4,1,11,2,0,3.5691,3632.8659
B0021359,99.5436,22,3332.3713,24.3042,4,24,7,4,1,4.1855,3370.4551
B0017918,114.7844,4,2734.6522,14.2628,3,12,5,4,1,6.5609,3979.0038
B0000204,38.4308,14,1179.1677,8.7464,1,1,8,4,0,5.7278,2255.4214
B0003020,35.5582,12,2133.3498,3.4775,1,26,14,1,1,5.3772,2250.3372
B0004787,98.1834,8,757.3884,6.4518,3,13,11,2,1,3.9677,3993.437
B0012124,95.5493,14,1068.1534,8.7787,4,5,11,3,1,6.2631,4084.9211
B0000200,64.4893,20,4011.0588,24.9582,2,16,2,2,1,4.5095,2320.0295
B0005089,111.4542,27,2890.2465,16.2148,2,3,8,3,0,5.8354,3415.9002
B0015806,134.1148,29,164.0981,2.4192,3,18,10,3,1,5.007,5163.4074
B0017416,41.5321,17,4782.9688,24.2311,1,7,3,3,1,3.3537,1527.9444
B0019984,70.5085,6,3862.4832,21.7816,3,5,5,4,1,3.5235,2774.0801
B0008941,133.2033,0,1541.2314,13.1338,4,8,9,4,1,4.6448,4869.4661
B0019010,58.1655,29,312.6104,2.7014,2,20,13,2,1,7.8604,3085.4087
B0005997,101.2246,29,1493.4478,3.1743,3,5,16,2,1,4.8535,3663.0
B0001385,128.8309,6,1710.3326,11.9363,5,9,8,3,1,6.3538,4651.136
B0020423,135.5653,9,2945.4056,22.6329,4,6,3,2,0,6.1509,3844.7799
B0018204,64.4046,15,1876.0476,10.5382,1,10,9,1,1,6.4866,2785.3224
B0002097,123.9202,12,1438.069,15.33,4,28,7,2,1,4.6409,4285.6948
B0020630,47.7613,31,2937.9168,11.6839,2,10,6,1,0,4.0228,1382.8966
B0008056,93.6136,20,1875.4378,3.8423,3,25,12,2,1,7.4011,3834.1974
B0015825,129.4927,11,1286.2395,24.5081,5,24,6,4,1,5.4642,4345.4458
B0010451,80.9824,23,120.0,2.4606,2,25,15,1,1,6.3408,4029.4816
B0006609,112.1535,7,2911.5635,14.5688,4,13,5,3,1,4.6795,3987.3089
B0013871,133.2342,11,3824.7763,15.8745,4,10,6,1,1,4.4983,4141.3672
B0002422,121.7266,0,1950.3121,6.8658,4,28,11,3,1,5.2887,4843.5097
B0009936,51.2258,24,4332.266,20.5459,2,24,6,3,1,4.469,2155.4404
B0015430,140.4588,25,2744.4858,17.213,4,11,4,4,1,6.1601,3995.6339
B0015403,78.0301,24,2272.4012,11.9797,2,5,6,1,0,5.1263,2709.6153
B0007099,61.6556,16,2342.343,15.4712,1,20,4,3,1,6.1332,2669.5966
B0011226,49.5436,30,3914.4418,24.4708,1,18,1,3,1,3.3394,1679.6853
B0014242,85.0238,0,120.0,3.5549,3,2,14,3,0,7.8545,4379.641
B0016351,81.9064,15,1741.0221,4.141,1,27,15,2,1,5.6839,3682.6748
B0007612,100.2649,12,1191.6688,8.3443,3,23,10,3,1,4.8428,3988.748
B0004108,131.974,17,2154.7569,16.9156,3,3,5,3,0,6.7358,4097.2231
B0012316,36.3289,25,1835.6978,13.4695,1,2,8,3,0,3.9975,1569.3472
B0017758,128.2673,13,1758.8547,20.0991,4,4,5,3,1,6.5216,3907.4881
B0016649,75.2813,26,2740.8766,19.5583,2,2,5,1,0,5.6919,2090.3138
B0020151,152.547,21,3690.5532,19.3106,4,9,3,1,1,7.5217,3969.0288
B0000686,47.0765,0,2496.2336,22.005,2,28,10,3,1,6.8576,2466.304
B0019877,86.1695,17,599.1877,2.8653,3,5,10,1,0,5.645,3761.8108
B0001912,58.342,13,687.1704,22.9601,1,4,6,3,0,5.3488,2632.0329
B0011813,92.9427,27,449.0613,4.0773,2,13,11,2,1,5.9537,3968.2627
B0020947,55.6657,13,3593.5442,22.562,3,6,3,3,0,6.1285,2311.3334
B0011160,113.2198,14,838.8997,5.1801,3,23,12,3,1,7.1117,4607.1479
B0000422,87.0484,30,2120.2266,24.2985,2,20,2,3,1,3.9856,2623.2601
B0015564,77.3951,3,1878.4994,16.6304,3,15,7,5,0,5.3851,3313.7608
B0012622,90.5776,14,961.4675,4.7314,3,11,12,3,0,6.9961,3897.9531
B0018864,125.0796,25,1318.439,9.9723,4,14,5,3,1,5.1737,3839.8287
B0009209,85.7083,0,641.4164,6.4572,4,24,12,3,1,7.1488,4143.4447
B0015425,152.1348,18,152.6826,6.6782,5,23,11,3,1,7.637,5823.1143
B0011655,109.4346,22,2024.1907,12.6189,3,24,9,2,1,5.817,3666.6578
B0000842,57.2881,3,2082.4436,23.4806,2,4,6,2,1,3.8814,2422.8
B0021201,125.2499,24,2012.9838,19.4687,4,28,6,4,1,7.2881,4008.2157
B0001530,66.0495,27,304.1589,6.1445,2,24,16,3,1,5.2312,3668.3675
B0017534,115.2215,2,1517.1282,5.4069,4,11,10,4,0,7.6533,4533.2463
B0012269,49.4623,28,120.0,3.9153,1,17,14,2,1,4.2645,2796.3613
B0003253,118.1351,7,229.2584,11.2978,4,16,13,4,0,5.3431,4769.0329
B0010030,76.0005,15,2021.3446,11.1847,2,17,10,3,1,6.5797,3197.6039
B0016978,133.7235,22,2434.2864,19.0359,4,17,7,3,1,4.7654,4167.7271
B0013111,104.5376,5,120.0,7.1378,4,15,11,2,1,5.3319,4646.9241
B0017935,61.768,10,1561.6446,22.22,2,26,6,1,1,5.3071,2519.2929
B0015327,119.0965,13,2634.5296,22.9372,4,14,2,3,1,4.1831,3804.4312
B0019972,154.0641,4,1486.5039,23.4482,4,15,1,3,1,2.7907,4492.7151
B0004655,61.3671,32,971.9716,10.6001,2,28,11,2,1,4.309,2850.3701
B0003804,154.1974,28,4769.7764,20.7586,5,3,0,2,0,7.2183,3762.3999
B0003994,100.5416,3,120.0,7.0359,2,12,10,4,1,6.236,4711.8824
B0018173,115.076,25,1615.6463,17.66,4,5,5,3,0,5.6564,3476.6688
B0006199,63.7594,12,2934.6396,14.3406,2,10,8,4,1,5.7543,2768.1764
B0020205,114.9936,24,1590.5173,9.4677,3,3,10,1,1,3.8052,3881.2688
B0003037,137.1316,12,3973.3215,24.7388,5,9,3,3,1,5.2305,4069.9581
B0018290,127.1864,9,869.9758,14.2931,4,16,9,3,1,6.3525,4654.9874
B0000461,129.042,25,2372.2297,5.9672,3,22,9,3,1,7.1159,4365.9082
B0021959,147.2557,6,3431.6456,14.2425,5,9,1,1,0,7.0474,4033.7772
B0009419,120.5061,9,1508.1776,6.7643,4,16,9,4,1,6.1377,4720.1573
B0020180,152.3205,26,653.3466,13.6075,5,26,7,2,1,7.9871,5088.2145
B0018114,39.4278,24,3347.6188,22.1171,1,2,0,2,0,2.7103,981.77
B0006676,40.5515,7,3451.0919,23.6679,1,5,2,4,1,4.2338,1851.1777
B0009616,57.7958,29,2321.318,15.6066,2,14,11,3,1,6.8781,2514.5479
B0010944,139.876,21,3223.6037,18.0481,5,22,4,5,1,5.5641,4607.8272
B0018569,82.9433,10,1591.515,5.2225,2,15,11,5,1,4.3052,3853.336
B0004269,96.0063,7,2128.5943,18.0061,3,19,2,4,1,5.2406,3568.2479
B0001426,74.3164,1,1143.7231,9.8332,2,27,11,2,1,5.1271,3752.0161
B0001874,126.939,20,440.0667,5.469,4,10,13,4,1,6.5057,4856.9095
B0001820,126.0694,5,3432.121,8.6659,5,3,7,3,1,3.4948,4397.1178
B0015348,52.679,13,3734.3504,22.2818,2,27,2,1,1,4.6048,1949.4823
B0003443,122.9301,15,824.8299,17.2155,4,20,7,3,1,4.0475,4251.6097
B0020852,53.77,18,1978.383,20.0894,2,25,6,3,1,5.6578,2352.4164
B0008929,107.1082,25,518.8445,9.6976,3,10,9,2,1,6.4607,4153.5981
B0010385,91.8595,2,3357.9361,19.317,2,3,4,2,0,5.0917,2974.0896
B0004417,112.8307,1,2012.7064,18.59,4,22,10,3,1,4.6474,4493.5083
B0011664,59.0784,28,907.6048,7.0089,2,4,11,4,1,5.9983,2878.1339
B0010400,115.8643,14,2532.7653,17.3048,3,24,2,4,1,4.9219,4033.1214
B0019196,108.2653,32,1096.5645,13.611,4,8,7,1,1,7.2043,3309.7345
B0001681,68.4719,11,3607.2805,23.2835,2,4,0,1,1,3.5873,2380.1195
B0001149,60.7451,22,1866.4503,3.8686,1,2,15,4,0,5.4561,2912.3117
B0005518,153.0188,32,3888.2778,21.0468,4,14,2,1,1,5.6472,3641.5051
B0017650,150.4432,20,3306.4084,12.5399,4,1,7,2,0,6.6022,4099.8677
B0003608,151.9185,32,1303.0527,11.831,3,16,5,1,1,6.1804,3979.7649
B0018662,71.8689,25,879.6765,11.8288,2,17,8,1,1,5.4401,2756.9899
B0018014,112.637,29,4032.2516,24.4133,4,27,2,3,1,5.2019,3299.7878
B0016913,44.3209,9,460.6243,10.8139,2,26,7,2,1,6.1429,2596.0129
B0004553,44.0549,9,1185.4331,7.9361,1,24,13,4,1,3.5977,2859.472
B0010728,48.0842,20,2408.9291,4.2181,1,16,14,5,1,5.6881,2708.8102
B0002493,79.1155,15,2417.3253,16.0788,2,14,7,3,1,6.9721,3155.1367
B0017171,133.0292,18,2860.131,10.4134,4,5,7,3,0,7.3318,3892.7769
B0010361,125.81,16,2848.9664,19.7178,4,14,7,3,1,5.514,4038.5406
B0022476,120.5307,16,613.8468,5.0521,3,1,13,3,0,4.8787,4696.77
B0014722,108.7281,6,1960.4057,13.4572,3,18,5,3,1,6.0494,4062.9697
B0008645,58.9881,0,1158.0378,5.758,2,17,16,2,1,4.7916,3294.9006
B0001344,148.0617,28,3092.8909,13.5241,5,23,7,2,1,5.9464,4046.6337
B0007992,109.4732,1,231.0299,11.6237,4,4,13,3,0,5.5246,4829.737
B0012574,61.9967,30,1426.1956,16.3918,3,26,7,3,1,3.4614,2420.7225
B0004769,106.3462,27,2893.2241,23.0008,4,13,3,3,0,6.4894,3141.4688
B0009046,142.7406,7,3200.1776,23.1892,5,11,4,5,1,3.8374,4493.0749
B0018776,75.4325,9,3543.2899,23.893,3,9,1,4,1,5.4411,2977.1506
B0000240,110.7652,10,3551.1897,24.7185,3,26,4,4,1,5.0786,3589.7108
B0021025,78.2071,24,2494.5171,24.202,2,6,0,1,0,4.2902,1982.2501
B0017287,120.3927,26,3000.0195,18.712,5,28,4,2,1,5.4201,3712.1092
B0017065,108.4484,2,2782.8136,14.1813,2,1,4,3,1,6.2154,3883.2581
B0000110,106.4922,2,2046.4449,17.5887,3,7,10,3,1,6.6706,3985.6956
B0019784,153.5495,2,1879.6465,11.079,4,1,8,2,0,6.84,4929.6015
B0003038,148.2585,27,1283.7793,3.9326,5,28,12,3,1,6.7251,4989.1611
B0000213,130.2985,14,482.9405,2.9003,3,24,11,3,1,6.7357,5290.3796
B0012965,141.7543,2,2368.0755,8.9391,5,21,9,5,1,4.6146,5200.3541
B0004890,134.8104,12,3130.4048,18.4647,4,20,6,2,1,4.0847,3975.505
B0011836,80.1796,1,120.0,5.8069,3,2,13,3,0,4.4661,4211.2399
B0007493,121.0335,18,2735.0507,11.1866,4,27,9,2,1,5.5133,4149.4344
B0007580,138.5401,5,1212.4909,3.0501,4,13,7,5,1,6.5531,5023.2599
B0019317,150.3031,15,426.3443,17.7045,5,21,2,3,1,4.6234,4958.6036
B0018208,106.391,15,363.8961,14.7643,2,14,9,2,1,6.7981,4353.9181
B0018500,57.8105,22,3133.5085,9.9578,2,2,6,4,0,6.5002,2370.5593
B0001198,106.602,29,120.0,7.1924,3,27,11,2,1,7.6196,4438.377
B0003404,140.3716,18,2503.2189,15.8754,5,7,8,3,0,6.1355,4225.8973
B0011687,64.8722,18,1396.2308,16.3282,2,15,8,5,1,6.5027,2866.4579
B0008339,138.6473,1,120.0,5.4525,4,24,11,3,1,6.9795,5741.3029
B0018055,130.6397,22,3430.8113,21.9662,4,3,5,4,1,6.4962,3652.5152
B0001303,135.3862,28,1011.9843,9.62,5,9,14,1,0,5.1691,4243.9566
B0002392,74.7333,17,655.4265,6.982,2,24,5,3,1,5.7751,3537.4859
B0009993,39.4643,2,3149.9328,20.183,1,18,4,5,1,4.9586,2273.1113
B0014369,89.5318,22,1002.5411,12.3516,3,21,8,3,1,5.4299,3776.1801
B0019530,113.4959,30,3417.8107,17.327,4,23,6,3,1,6.506,3612.5205
B0002576,84.7811,18,2738.9389,17.6484,4,18,8,3,1,3.9592,3358.0999
B0019569,146.6805,20,120.0,9.145,4,1,13,2,0,6.3783,5194.7476
B0003603,54.3122,13,120.0,1.9894,1,1,15,3,0,5.68,3452.2774
B0007994,71.2671,4,3540.3393,18.412,2,10,2,3,1,5.1166,2714.8485
B0000921,87.0664,21,3926.1038,22.3972,4,27,3,2,1,5.3408,3079.9432
B0009593,47.1861,29,120.0,4.108,1,10,15,3,1,6.2527,2734.5966
B0012401,51.0264,14,464.5634,10.7021,2,6,14,3,0,6.1071,3062.5573
B0004242,88.4352,11,1283.7449,11.9384,3,7,9,2,1,3.9741,3495.8187
B0014975,87.0203,1,1187.604,16.107,1,3,10,3,1,5.8463,3756.7185
B0005857,149.6529,1,120.0,3.4529,4,15,10,5,1,6.3757,5958.1911
B0004471,88.8149,15,120.0,7.9744,2,3,11,4,0,7.1354,4226.9299
B0006166,85.6872,30,2197.5088,11.1905,2,16,5,4,1,5.5084,3154.005
B0013824,67.294,22,1419.4209,15.165,2,28,8,3,1,4.2354,3007.3912
B0013591,41.6168,13,1942.297,8.7352,1,15,10,3,1,3.0839,2345.1363
B0021664,58.9462,19,3606.8802,16.0218,1,14,6,2,1,5.2723,2385.5505
B0010832,148.542,26,3952.0824,18.94,5,25,5,2,1,5.9795,3943.1246
B0016663,109.8255,31,1629.3299,19.4654,3,21,2,3,1,5.8971,3331.098
B0009150,132.4216,21,3387.7034,23.6403,4,10,3,4,0,6.2551,3547.9848
B0016496,49.0424,5,4246.3386,23.0169,1,28,0,3,1,6.1079,2452.9107
B0009248,146.4069,16,2338.2274,21.1407,4,11,7,3,1,5.4052,4075.4904
B0009886,50.5024,25,3920.8766,21.3826,2,18,5,2,1,2.9322,1946.9822
B0009401,54.6585,21,2301.1356,14.1305,2,13,8,3,1,5.3746,2333.5348
B0021353,55.1917,23,796.1037,7.4736,2,11,11,4,1,5.2732,2977.9821
B0004304,151.6299,13,1278.6715,12.1949,5,16,11,4,1,7.1637,5229.4405
B0002625,56.8924,21,120.0,7.7593,1,15,15,2,1,5.5928,3227.8054
B0012231,109.3101,14,1832.3162,7.9097,4,23,11,4,1,6.5464,4649.7391
B0008103,95.3515,26,3196.0054,24.5307,3,17,2,3,1,5.8144,2688.9716
B0010897,36.7516,16,120.0,5.707,1,7,10,5,1,3.5439,2683.1912
B0007614,50.3807,22,4153.43,24.3782,3,12,0,2,1,5.5603,1721.1113
B0021979,42.7373,0,3042.5235,10.9784,2,25,10,3,1,5.4595,2701.9516
B0004992,82.0194,16,1514.3007,14.2023,1,9,10,2,0,6.4929,3133.2351
B0018780,125.854,13,1698.388,2.2855,4,15,9,1,1,7.1035,4553.7047
B0001225,39.9145,14,1761.588,14.6904,1,7,9,4,1,4.4942,2283.8503
B0016947,71.4864,18,1539.6134,8.3593,1,23,8,1,1,3.3167,2704.4368
B0013345,101.6763,9,1505.4707,2.206,2,17,11,3,1,6.2896,4133.2842
B0003999,124.0779,22,898.3621,2.6361,4,2,11,3,0,5.5489,4663.6433
B0013944,45.8555,28,3946.9942,22.3751,1,22,4,2,1,5.1821,1442.8309
B0018286,98.7042,0,1334.4117,7.102,3,8,12,4,0,6.7851,4148.7704
B0003363,48.3438,13,743.4398,17.0642,1,21,4,4,1,4.421,2379.2432
B0006496,48.3951,21,2942.1466,19.468,1,7,4,2,1,6.4023,1691.0298
B0002774,123.169,22,1900.8717,11.6229,4,14,7,1,1,5.3283,3929.6027
B0010610,144.4877,0,2400.9632,21.2367,4,4,6,5,0,6.0262,4641.0256
B0016102,91.1761,16,1381.9981,12.8905,3,14,9,4,1,4.8092,3801.4724
B0020393,75.6373,2,3766.5614,20.2668,1,11,3,3,1,6.3699,2631.7447
B0010930,139.9761,31,913.5453,3.2249,3,12,12,3,0,6.4424,4488.7756
B0014043,95.3293,26,1410.6902,3.3308,4,15,13,3,1,5.2515,4155.1849
B0013832,87.5885,3,2484.3571,3.5404,3,6,10,4,1,3.691,3877.626
B0004670,89.8487,0,961.4003,6.1505,3,1,12,4,0,5.0386,4126.4089
B0018695,112.3637,1,1517.9585,13.7406,4,4,7,5,0,5.9184,4127.2343
B0009924,147.8996,20,1993.4297,9.0629,4,18,10,2,0,4.1383,4258.108
B0006715,139.2226,5,2565.169,20.3413,5,28,4,4,1,5.5608,4538.523
B0014207,72.8164,9,2529.218,18.858,2,5,1,3,0,4.2591,2561.1569
B0016403,131.0904,20,577.4192,10.4143,4,21,14,3,1,6.2724,5057.9526
B0013348,104.9316,14,1039.3937,9.8626,4,14,11,3,1,5.2059,4189.2231
B0014710,106.5418,1,4509.9408,24.7137,3,12,0,4,1,5.4495,3702.7656
B0004354,38.3848,20,708.5161,4.1493,3,14,8,4,1,5.6856,2662.0207
B0014378,113.9346,21,2830.835,17.6214,4,11,2,1,0,7.5281,3439.3255
B0006777,78.9533,29,3514.4214,21.6704,2,23,8,2,1,4.6778,2588.7425
B0005228,131.2869,18,3554.001,20.6767,4,20,2,3,1,5.609,3834.2286
B0020243,150.0571,2,3098.9479,19.2549,4,2,4,3,1,6.1113,4535.0967
B0009945,39.3895,19,1181.9678,13.5482,1,2,11,2,0,7.4297,2100.9926
B0000363,105.7884,8,1490.0859,4.6772,3,2,9,3,0,4.8586,4159.4979
B0000577,145.9551,26,2715.8643,20.0692,5,22,4,2,1,4.8957,3965.9692
B0013886,100.7606,16,2323.3445,16.3851,2,21,5,3,1,6.2442,3436.7135
B0007554,96.6601,1,1372.9867,10.8353,2,11,12,2,1,6.5261,3857.1518
B0015191,131.1322,3,2524.3441,24.5783,4,1,3,4,1,8.2316,4082.6493
B0018156,49.5545,21,2801.8716,23.6444,2,15,6,3,1,6.6422,1973.3288
B0001183,101.2856,4,1293.2968,7.0373,3,3,10,4,1,5.7569,4181.5711
B0007571,108.9682,14,773.5659,2.2301,3,1,14,3,0,5.1516,4452.7806
B0008387,128.5715,28,3682.4986,20.2291,5,15,6,2,1,5.1429,3653.1758
B0015400,62.824,23,256.1633,2.9238,2,20,13,3,1,6.2178,3427.6994
B0015302,136.8865,23,815.4162,4.0275,4,4,14,2,0,5.2925,4519.9161
B0017587,95.345,28,3104.8828,15.7489,3,1,9,2,0,5.4728,3047.9306
B0014868,123.2088,27,120.0,10.0118,3,4,9,3,1,8.6,4576.0648
B0021581,95.2234,25,2960.4707,11.0875,3,23,8,2,1,5.1277,3425.0917
B0009492,84.9549,18,1495.1038,7.4735,3,5,12,3,0,5.2514,3589.2425
B0000705,101.1151,7,3311.8332,20.1799,3,17,5,3,1,4.4206,3830.399
B0019821,95.8619,17,1145.5807,7.8835,3,11,10,2,0,6.8469,3726.2
B0001070,93.2203,8,3215.3468,23.3902,3,25,5,3,1,4.8762,3350.4857
B0000955,75.987,13,2425.5563,4.6667,3,22,12,4,1,4.0418,3538.8968
B0017117,75.4909,18,2821.4188,21.7358,1,10,7,2,1,3.4564,2526.6919
B0017382,72.4479,21,1525.7664,21.5234,2,16,4,2,1,5.295,2543.2621
B0022236,110.8394,5,1355.1234,6.9122,3,10,10,2,1,6.3181,4404.4392
B0017644,115.2715,3,553.3787,2.6388,4,10,13,5,1,6.0701,5151.3448
B0008535,110.9199,8,1364.5235,14.9517,2,12,9,4,1,4.6088,4314.9614
B0007628,123.201,0,1839.5738,18.0311,3,28,4,2,1,6.0011,4233.0637
B0009575,56.8457,24,1478.6581,2.3324,1,23,10,1,1,5.7748,2818.5522
B0003825,113.1691,2,120.0,3.1292,4,22,15,4,1,5.1768,5349.9411
B0015207,43.1113,11,1249.7537,17.1969,1,4,6,3,0,5.8252,2339.2006
B0007019,82.0213,1,2198.3579,11.6403,2,5,9,1,0,5.9939,3287.0047
B0014359,43.6007,25,214.0711,12.6077,1,7,13,3,1,5.1869,2256.0194
B0004794,117.9889,30,2002.2997,15.6191,4,7,7,1,1,5.0869,3415.8481
B0005738,38.328,12,1789.4863,18.6403,1,19,1,2,1,5.1042,1741.1566
B0020490,48.2106,18,1426.5607,9.6714,2,25,8,1,1,5.6333,2404.1598
B0016344,129.9909,8,2719.3543,18.9351,4,6,3,3,1,6.6382,3924.4013
B0013636,46.4942,32,4035.8488,24.196,2,10,3,2,1,3.2523,1377.852
B0019798,125.878,4,1477.2776,5.5276,4,13,10,5,0,4.4919,4718.5648
B0012617,65.4885,7,2796.6021,20.3012,2,16,6,4,1,3.8559,2802.8995
B0020722,125.6729,3,3640.2851,20.2685,5,5,6,4,1,6.9795,4081.079
B0004181,85.0067,3,3831.5055,19.7906,3,20,6,3,1,5.6446,3305.8853
B0010372,129.5286,29,3401.3761,24.9724,4,14,0,1,1,6.3285,3480.7225
B0012046,151.0429,18,1090.1334,7.8846,4,11,6,4,1,6.0387,5044.8981
B0015868,50.4337,11,3507.8737,22.7202,1,20,0,3,1,4.4503,1922.469
B0004668,105.9876,9,1209.1216,20.9823,4,5,5,4,0,5.4676,3721.2217
B0019765,69.6295,8,120.0,4.6141,1,10,11,3,1,5.1254,3757.3249
B0003140,40.7769,7,3160.2948,12.7182,1,3,7,3,0,5.0051,1882.2388
B0018010,98.0706,15,803.6292,3.5051,3,2,13,4,0,4.2533,4360.5152
B0004932,117.8694,28,1986.3612,17.3388,3,1,9,2,0,6.8675,3382.4686
B0021209,100.9723,32,2872.1881,24.2883,3,27,0,3,1,4.6256,2975.364
B0004215,83.0151,32,2891.5408,23.5756,2,4,1,2,0,4.7472,2109.8456
B0000798,119.1295,9,2311.48,20.1117,3,6,5,3,0,4.7635,3877.2957
B0012258,114.9016,8,572.3956,12.129,3,14,7,5,1,5.9868,4597.9413
B0005664,42.2593,31,2740.2213,20.5008,1,27,6,2,1,5.6391,1559.4955
B0017920,113.1626,16,2488.3747,14.6676,4,11,7,4,1,4.566,3895.3424
B0005223,148.7105,32,2880.7937,20.1768,5,26,6,3,1,5.1853,4169.8635
B0008046,149.8043,26,2502.0853,16.3609,4,2,4,2,0,6.8933,3948.394
B0003982,132.444,32,1549.6197,19.5819,4,5,5,1,0,4.9974,3433.8446
B0021474,99.9848,20,1377.5978,7.0525,2,28,9,2,1,6.1438,3916.9448
B0016757,90.5484,13,1139.2301,6.3442,3,28,13,3,1,5.1716,4278.5528
B0022140,146.6716,12,4404.9581,22.0047,5,13,3,2,1,5.4607,4256.6511
B0020894,123.7854,18,3926.8296,23.3109,5,19,6,3,1,5.3761,3859.3183
B0022260,48.8749,9,3819.1619,22.4838,1,5,4,2,1,4.9292,1882.244
B0006563,114.8531,21,3654.4332,15.9107,4,23,5,1,1,6.2904,3548.9132
B0017987,96.756,26,1674.8398,9.861,3,22,8,3,1,5.9753,3472.4817
B0016618,100.426,16,1330.6273,12.9743,4,13,4,3,1,7.1726,3854.3882
B0009778,153.644,29,2785.2408,20.6829,4,16,2,2,1,8.6,4215.4128
B0007412,135.5076,11,251.8969,2.7483,5,16,16,3,1,6.3025,5545.8292
B0002022,121.7996,29,120.0,2.8267,5,3,12,1,0,5.9192,4658.5813
B0017717,51.3429,25,1930.1774,12.6444,2,12,9,2,1,5.0381,2097.7004
B0008536,71.0615,9,120.0,4.7698,1,23,13,4,1,6.8428,3948.7386
B0003991,124.5531,2,1720.6607,9.0117,4,16,12,3,1,6.2288,4850.428
B0017689,116.2914,28,1624.4542,9.7063,4,19,7,3,0,6.3024,3335.7804
B0010058,132.3534,19,680.5547,4.7725,4,26,8,2,1,5.6581,4614.6419
B0001473,49.404,7,2704.7312,24.2292,1,28,6,3,1,3.1939,2072.7866
B0003093,80.598,27,1940.3383,22.8261,3,20,0,2,1,5.9196,2599.7097
B0012048,92.8635,30,1538.3945,20.1743,3,1,7,1,0,6.747,2743.9027
B0011244,57.5535,8,2416.5472,19.0578,2,24,4,4,1,4.1668,2730.287
B0001583,152.2441,32,556.5922,12.0783,5,4,5,1,1,6.3202,4375.1181
B0011250,152.9271,16,2950.9786,15.0333,4,5,10,3,1,8.0336,4516.8831
B0010615,75.0106,6,2678.7121,13.0449,2,23,7,3,1,5.2416,3306.7979
B0010988,71.6321,5,3031.418,21.8946,3,16,0,2,1,5.2742,2887.6554
B0008417,96.3258,6,1592.3732,16.3841,3,19,9,3,1,6.8033,3667.1888
B0001124,116.8905,2,527.2731,2.407,3,19,11,3,1,6.0343,4914.7655
B0003611,110.1671,0,3627.7887,22.0231,3,15,4,4,1,3.9227,3881.1079
B0014321,96.408,18,773.5243,14.5031,3,25,12,3,1,6.7222,3969.5413
B0018254,124.7591,8,2777.7549,11.4652,5,1,7,4,0,6.8277,4346.2018
B0015395,47.094,10,1830.2836,10.0815,1,20,9,2,1,4.3244,2239.5219
B0001845,51.7892,10,849.132,3.7644,1,6,16,2,1,7.8005,3123.3221
B0012993,38.5564,9,1017.319,6.0492,1,5,8,3,0,5.6897,2382.6356
B0017152,89.5812,5,4838.0435,23.9975,3,2,0,5,0,5.3375,3256.0666
B0020453,51.6752,4,3482.7096,20.6635,2,5,3,4,0,4.2935,2491.4438
B0006918,154.9041,19,1918.2182,18.0216,5,4,9,3,1,3.1713,4618.6531
B0003559,78.0525,21,2162.315,21.2431,2,7,10,3,1,5.2659,2803.5443
B0021432,101.7836,14,3920.0584,23.7496,3,7,0,4,1,6.0607,3282.559
B0017439,74.2715,32,1993.5516,16.5823,2,1,6,2,0,5.8337,2458.663
B0002260,57.5048,9,3793.5313,23.9882,2,27,1,4,1,4.4503,2453.7765
B0012671,49.7151,24,2632.8501,21.5809,3,4,4,3,0,4.2003,1628.6887
B0006853,120.2403,7,2176.5428,22.4049,4,27,1,5,1,4.0306,4283.6388
B0014690,149.4609,21,2495.5054,11.5096,4,1,2,5,0,6.9767,4633.5759
B0003653,42.4973,14,1212.9933,9.5858,2,11,9,3,1,3.2074,2440.0056
B0021167,50.4777,13,2017.7011,7.1283,3,5,7,3,0,3.8116,2595.4378
B0004315,149.8878,21,3615.8259,22.7588,5,5,4,3,0,5.849,4109.3201
B0019791,63.0738,15,1320.7313,8.7047,3,11,10,1,1,6.1464,2931.5685
B0018905,138.5179,14,2190.0391,18.1017,3,23,5,4,1,4.9053,4109.3439
B0006018,138.824,22,1881.0276,11.0185,5,6,12,2,1,7.6848,4819.8089
B0006763,107.1037,0,2069.9548,11.8769,4,12,12,3,1,6.4422,4216.827
B0011494,109.6893,3,3156.0859,22.4383,4,2,0,2,0,4.8945,3456.4973
