listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent,PC1,PC2,PC3,UMAP1,UMAP2
B0002542,139.8721,31,415.542,2.4445,5,17,14,1,1,6.6843,4923.1292,-3.1094471918977695,1.505230415001004,-0.2878206293993696,-2.0472512,9.2602415
B0009009,37.1973,2,2802.5969,18.8079,1,22,2,3,1,5.5414,1856.6382,2.1689810125610642,-1.664775975465331,1.5168751199497243,-1.5967653,2.3254445
B0000198,137.0731,27,120.0,3.0195,5,14,13,3,1,6.044,5404.5365,-2.9552607197388094,1.321034373676245,0.09434443622773032,-1.1823792,9.277991
B0019368,137.3966,9,1175.3132,3.1901,4,28,12,4,1,7.4876,5375.9919,-2.495356054195617,1.404945871034804,2.028684339890115,0.1459384,9.280839
B0001799,150.5262,0,4655.7822,13.5564,5,19,7,3,1,4.8497,4705.1147,1.094565220404135,2.232318138435734,1.4163194557991463,1.8650634,4.8867087
B0012532,144.4409,20,303.6906,1.6932,4,4,12,3,0,7.5198,5453.9898,-3.061085693322356,1.4936002929122467,-1.926388386505737,13.5092125,7.772874
B0019025,138.0686,23,1343.3266,17.0592,4,7,6,2,0,5.4643,3896.2358,0.034233878880642055,1.4344680580292706,-2.0437779990402625,12.518944,6.176864
B0021128,135.5667,9,2143.1156,13.6569,4,27,7,2,1,7.6921,4672.193,-0.4350720870326618,1.9646361613064924,1.494093587163315,0.8148518,6.108715
B0013446,62.9406,8,2926.7657,23.5915,1,15,2,4,1,5.9106,2672.3026,2.4317423807452445,-0.9072015761358051,1.0455507272537274,-0.9788747,2.3754675
B0009942,145.877,10,1881.6844,8.3464,5,7,9,4,1,5.7216,5238.0001,-1.1032555830388162,1.9280608477007488,0.40009045725229964,0.8527683,7.536498
B0001776,116.323,26,956.5869,6.2981,4,3,12,2,0,5.7421,3851.7392,-1.8855889940540889,0.5864589528319729,-2.4758497594005617,13.9766245,7.884989
B0008193,39.3314,2,3161.6054,22.8195,2,4,5,3,1,4.9669,1958.2304,2.2185677685436875,-1.2207450280052994,0.15800967662718984,-1.1904948,1.7875748
B0012987,48.168,19,2803.0001,16.2907,2,4,8,2,0,6.4623,2019.228,0.7603176720092704,-0.8815270867475571,-2.171326012401018,14.484698,4.487901
B0010225,38.6638,17,2046.5882,18.7729,1,28,6,1,1,5.0982,1940.5219,1.3515306297957899,-2.0966858499430723,0.9675527769599979,-2.9791815,2.8991823
B0014327,88.9695,32,792.6521,8.867,3,2,11,2,0,6.7318,3363.1902,-1.567028120112936,-0.05145256866900278,-2.7577633758949323,14.856383,7.3785434
B0000278,56.8987,18,3326.3932,17.4667,1,7,9,3,1,5.0582,2365.0744,1.2962121664811688,-1.6664433676130326,-0.17020748139290828,-2.7614436,3.3135562
B0009006,55.4686,13,2361.0839,19.5134,2,12,5,3,1,5.4822,2386.6679,1.4110397223777809,-0.9532707198075635,0.39462574141716544,-1.7124043,3.0563998
B0020893,36.5138,22,3204.2173,22.0109,1,13,2,3,1,3.7305,1348.7387,2.992432505921701,-2.088088124145735,0.13104282959007818,-2.508189,1.5513549
B0011417,74.9,11,2967.0958,8.0174,4,17,8,4,1,4.7163,3411.2733,0.13447637663019124,-0.08117504391805176,1.0754568453891595,-1.0768968,4.8057957
B0013149,54.1602,4,2531.0548,19.1161,3,13,7,5,1,3.3368,2693.5217,1.4396706218084037,-1.1587154406297093,1.2360436235305245,-1.350763,2.9514663
B0013219,127.8747,27,2216.5255,16.619,3,18,6,3,1,5.7398,3978.295,0.5076469847095163,0.8565975171435172,0.4055880084569604,-0.07154348,5.1117616
B0000105,87.3406,9,2375.8657,3.7363,3,3,11,3,0,5.1409,3946.4121,-0.9671049779426284,-0.48692748686745524,-1.6805754344646084,14.668921,6.339743
B0013041,43.9377,2,2123.3101,16.9348,1,5,2,3,1,3.9214,2062.8906,1.971494079447715,-2.127301609864449,0.2050919186983234,-1.6775177,1.7852236
B0012773,153.2219,12,252.8979,4.8619,4,5,10,2,1,6.1382,5467.6893,-2.277774246227656,1.3043777856536303,-0.3086406151609731,-0.3473254,8.68651
B0020435,139.2926,8,1391.2928,6.5611,5,20,13,2,1,6.5075,5224.5626,-2.1574100314429288,1.699311508859358,0.9743645442803853,-0.46226826,8.607568
B0014034,108.2078,24,1726.2975,9.2116,4,14,8,1,1,6.6299,3921.306,-0.8044532392842291,0.9537914314570568,-0.2801142778185979,-1.190389,7.107505
B0004697,103.6562,17,120.0,3.623,3,1,13,3,1,4.4636,4522.364,-2.255119230283742,-0.801255269196112,-0.5961134008510406,-2.2102876,7.581449
B0012357,59.2071,24,985.0753,16.5852,2,7,6,2,1,3.5512,2148.6963,0.7549108245681586,-1.7728915515029955,-0.6342080486659758,-3.467149,2.8588877
B0012898,147.1881,15,3449.445,24.5973,3,20,4,1,1,6.6511,4134.9757,1.811400051225083,1.8637103783258908,0.5231477028551775,1.2470447,4.1673512
B0015958,43.684,28,120.0,2.9508,1,12,14,3,1,5.2965,2581.7595,-2.136683767710489,-2.7872902956472836,-0.16803425571487193,-4.8081493,6.33722
B0015790,125.809,8,3887.1911,24.4933,3,18,3,2,1,6.3619,3617.862,2.2784230776565964,1.4976980616084146,0.840213925507447,1.4189968,3.5049376
B0001098,101.6982,13,2002.317,17.6258,2,1,9,3,0,6.5615,3604.1281,0.08130282459228304,0.05183172559901254,-1.9280933751580387,13.818943,5.440249
B0000710,111.5422,10,1514.2175,6.4461,4,16,11,3,1,5.2587,4485.6824,-1.364825094957923,0.4000318847495075,0.809291343109903,-0.60978323,7.7089677
B0009818,95.3001,19,968.1371,8.36,3,12,8,2,1,5.4482,3717.5975,-0.8616520090936424,-0.2720781989114391,-0.05049822917901861,-1.9977521,6.600568
B0021549,69.2873,14,1563.9923,3.6026,2,13,9,3,1,5.6354,3265.6853,-0.9623348243284028,-1.2793079117160344,0.4154558706639033,-3.1421626,5.8361197
B0015059,121.6563,19,1532.3105,4.1745,4,22,9,4,1,5.6172,4646.8835,-1.3704583124483376,0.7451139786963704,1.2031589069682749,-0.77945185,7.812407
B0007064,132.0756,26,562.351,5.5554,5,23,8,2,1,5.7428,4682.8211,-1.7039364253470364,1.4135307404537167,0.5708831356086348,-1.652322,8.754282
B0014236,130.3786,25,1356.0204,8.1468,5,18,13,2,1,6.3137,4606.8776,-1.9536326674040274,1.5183037298512652,0.23662542134579134,-1.8014029,8.732438
B0014063,111.6535,25,2868.934,13.9134,2,28,9,1,1,6.7298,3808.4683,0.16971902883973772,0.16060875163713448,0.7459739150066161,-3.0626416,4.480913
B0020195,64.1141,13,1765.1873,3.1505,2,24,11,3,1,3.8642,3261.6403,-0.8278118961630841,-2.0313362780398214,1.2560941125468614,-3.4961565,5.6483645
B0009448,99.3258,30,2399.3631,10.2376,3,22,9,5,1,6.8093,3676.2643,-0.49343541794409995,0.4494015293253967,1.0787238731176383,-1.5035706,6.6125565
B0008112,60.0593,12,1861.6517,22.7399,3,28,3,3,1,4.0436,2613.4351,1.8960619333745172,-0.7419049035427704,1.6355732817767448,-0.83571905,2.7648723
B0017660,134.116,21,1816.7813,23.4611,4,8,3,4,0,5.8799,3771.0157,1.1323059335210754,1.8619378019727277,-1.4014574185273674,12.14684,5.1605043
B0010868,96.0611,22,2825.3662,18.3404,4,26,6,2,1,5.4859,3564.2504,1.0280188546970939,0.7858890801410084,0.9357097240364997,-0.06230407,4.878212
B0000405,67.0954,5,278.1326,2.3947,2,6,13,5,0,6.1586,3960.3444,-2.3992335488612984,-1.4167414456317764,-0.8433382233421093,14.998155,6.2408648
B0001781,126.7994,30,658.5639,4.6344,4,2,11,3,0,7.4221,4445.516,-2.4019683985527944,1.300461298706122,-2.4234545494414625,13.379674,7.844277
B0001660,92.7876,10,3229.7813,23.5644,2,23,4,4,1,5.0471,3254.0264,2.21893539239171,-0.1682109106090697,1.590686777764442,-0.45321834,2.6896946
B0008410,77.7789,1,2721.5203,24.8607,2,7,2,3,1,3.9536,2946.8828,2.6570446767596296,-0.7181112791108147,0.4261443795058072,-0.8924016,1.760712
B0010202,92.164,14,3353.4153,17.8128,3,22,5,4,1,4.5864,3115.1215,1.6381715782516766,0.052577816695587365,1.368567669999215,0.10405654,3.1562188
B0003198,64.198,6,2506.3822,18.1265,2,10,7,2,1,7.2507,2727.5781,0.6999776542689412,-0.3555100978608142,0.26672588495628674,-1.4175467,4.212094
B0006482,83.3127,24,1190.5956,13.9172,3,13,5,1,0,4.9654,2866.1081,0.3020004697610081,-0.3454821118901128,-1.9056159752371544,14.305348,5.3105383
B0019841,53.2052,24,1068.3192,2.5074,1,22,11,1,1,6.1478,2768.8525,-1.4588553424417658,-2.1797694737641717,0.26338422664225825,-4.708268,6.4799376
B0007185,141.321,3,511.8181,5.8802,4,9,10,4,1,6.5597,5225.5949,-2.1409965726374702,1.2995627101353553,0.787097281996095,0.48442551,8.512116
B0017628,144.8887,25,4647.0055,23.7557,4,5,3,4,0,5.8848,3648.3452,2.446444415353758,2.4355985124852078,-1.7548590926390615,11.878002,4.504635
B0009314,96.7702,25,3001.5907,24.1748,3,6,2,1,0,5.3797,2556.2665,2.309948206558135,0.6384996682652959,-2.4376880451774716,12.859872,3.9553318
B0022405,35.5003,19,2809.0727,23.262,1,19,7,2,1,3.5662,1671.9542,2.2306118750986488,-2.4338390884209993,0.44397789586354564,-3.2004833,2.142473
B0014339,100.9915,19,1433.2401,6.9256,3,12,12,4,1,5.054,4075.1356,-1.3275786606901243,-0.39210875088577724,0.4251307671296874,-1.807051,6.805274
B0010189,64.4385,7,2232.5427,17.6977,1,3,7,4,0,4.4982,2712.9541,1.1343844757332728,-1.6810364276346548,-1.3790021052109265,14.617572,4.6743917
B0001411,56.8978,21,3680.1071,22.9344,2,21,0,3,1,3.4198,1939.122,3.455998776080599,-1.1379101723661904,0.7859824029824477,-2.175825,1.4881345
B0021931,87.9253,28,1208.2526,11.9622,3,9,6,3,0,6.8883,3061.3956,-0.4231203047174259,0.31381503965236907,-1.8397349161564218,13.627619,5.8778453
B0007967,76.2438,22,3485.035,20.1206,2,9,2,2,1,4.5933,2541.0196,2.5388010653358615,-0.5733817873957424,-0.38023021683731384,-2.067771,1.9119442
B0022019,52.4611,13,3774.186,22.1846,1,28,3,3,1,3.9454,2036.168,3.0199023413984976,-1.7395596996063094,1.5868517439059593,-1.70382,1.656379
B0011847,111.0742,9,4023.217,24.1983,3,2,0,2,1,5.5236,3429.7127,2.975521457719911,1.1472489349071524,-0.42315646643451466,1.0318031,2.6762938
B0016252,119.8986,19,1492.5132,11.2093,3,20,8,1,1,6.2806,4158.9377,-0.6222059036492833,0.5287497318288982,0.3423904790625609,-1.276543,6.5107565
B0005465,118.7495,31,2111.3325,4.5533,3,14,15,4,1,5.0192,4189.8686,-1.7018574132471371,-0.17112986665038346,0.1691860026690193,-2.333756,7.924373
B0005360,70.7566,2,2773.8403,16.4284,2,21,6,3,1,6.8908,3072.4204,0.8591915118414277,-0.3197024544929841,1.4744939616644492,-1.1582131,3.578267
B0005666,148.1311,23,3690.5448,24.3039,3,7,1,1,1,5.121,3964.2645,2.6341588926140074,1.594257655956451,-0.7549527276740381,0.6896297,3.7313588
B0020260,119.8983,19,1205.0847,10.656,3,12,7,4,0,4.8543,3896.3566,-0.44087542979244576,0.2040019896193937,-1.0795910398767277,13.939899,6.001339
B0012867,41.279,12,2639.9203,18.2984,1,4,5,3,0,5.7977,1917.0562,1.5347442037024708,-1.5735721175505357,-1.7049663768113856,14.60906,4.327593
B0022420,66.4199,20,3014.3385,24.5486,1,13,6,3,0,5.3661,2342.3044,2.0747088455546354,-1.1219802087366824,-1.281600862602738,14.381997,3.8261979
B0010394,35.1726,17,3041.952,23.4871,1,4,0,3,1,5.1957,1053.9207,3.0442924402303495,-1.5328268836576266,-0.35775599094395505,-1.975858,1.8444152
B0002766,45.6542,8,4149.971,22.9026,1,6,2,2,0,4.7439,1656.1734,3.269714884551874,-1.430394214674779,-1.6577958375613777,14.120621,3.514337
B0008005,114.0192,32,987.5379,4.5682,2,4,11,2,0,5.494,3883.4592,-1.5882266334914865,-0.5811498315178906,-2.625026119484293,15.01827,7.32112
B0015278,143.8568,19,885.0031,9.6519,5,18,11,2,1,5.2467,4951.2095,-1.6113372804054427,1.4902996256827514,0.4358129762436222,-1.2368569,8.506468
B0019911,74.4568,22,2227.9075,18.2489,2,5,4,3,0,5.5246,2456.7759,1.2972539561640632,-0.5269162628265249,-1.9550873754712883,14.156272,4.4292693
B0014463,40.1323,11,676.1574,1.8524,2,22,13,4,1,3.835,2879.495,-1.6547378593068856,-2.7090108304815277,1.3979453400963968,-3.7815185,6.2562013
B0016478,94.4166,7,3189.9494,23.6391,3,4,1,3,0,5.0552,2996.1321,2.525177766345449,0.5883414943028306,-1.4966227972692316,12.998271,4.140115
B0020762,151.7891,23,1848.0607,19.0459,5,2,1,2,0,6.9776,3977.3219,0.7075219466963408,3.0255756046669036,-2.383529808157868,11.733435,5.643828
B0016085,94.0855,3,474.7051,10.977,3,7,9,3,1,4.9087,4328.1026,-0.944658408020405,-0.4817460840383827,0.354178657746073,-1.8465219,6.2485313
B0017335,77.5986,24,120.0,1.729,2,19,13,2,1,5.7118,3871.9456,-2.407246358787163,-1.530478321413746,0.2837899204860817,-4.2432117,7.268787
B0006611,61.4361,10,4382.2016,18.1382,2,24,2,3,1,5.0045,2727.8961,2.759484347958566,-0.6755422645903539,1.4062900489940124,-0.99876267,1.7270331
B0020633,110.3155,31,120.0,6.9292,4,12,12,3,1,6.6472,4517.2131,-2.3772641670536503,0.6255521613684043,-0.19736258054985295,-1.3657391,8.715323
B0015886,54.5897,25,3649.1763,12.6728,2,17,4,2,1,6.8209,2157.0597,1.3668078027511796,-0.5280894600969593,0.13173107132626322,-2.9285245,3.2464647
B0016646,143.6123,25,2658.2179,22.4645,4,10,6,1,1,5.7858,3779.4914,1.0462240593621959,1.8540818612916565,-0.5898687748732128,0.5369846,4.82377
B0014604,93.8051,13,3004.6056,22.4106,2,23,3,1,1,5.0952,3125.4869,2.20068977299002,-0.2088162534303256,0.7647397827408965,-0.7728903,2.7885005
B0014573,43.3648,26,4437.4285,24.5115,1,25,5,3,1,3.0464,1697.3757,3.4556444455675908,-2.1249631609885102,0.9024173941225431,-2.666314,1.592481
B0015105,125.9918,2,3200.7221,15.1938,4,20,4,3,1,4.742,4166.7798,1.219194373534025,1.1976105095959582,1.4061557698614802,1.3382207,4.2486095
B0012044,36.3062,1,1443.8216,13.4403,1,25,9,3,1,2.9442,2246.905,0.5652349197868545,-3.0941790226902506,1.728614607933055,-3.152941,4.0676455
B0009899,109.2529,29,120.0,14.3371,3,6,9,3,0,4.787,4091.0467,-0.8591837076061207,-0.15383743271246667,-2.120363177754782,14.644298,6.3810368
B0007825,128.8455,9,1779.7491,1.8418,5,2,12,4,0,6.4847,4920.2786,-2.2212841023842196,1.6202008564453882,-1.47137850816739,13.535428,7.0725045
B0008179,86.0682,8,2600.5808,19.4392,3,28,4,3,1,3.9555,3246.8979,1.7275794615958298,-0.31436157372127477,1.7783386481466754,-0.29369697,2.9151003
B0001639,53.9497,29,2836.2971,16.4867,1,13,3,2,0,5.8845,1559.1553,1.734026324602839,-1.281422712646725,-1.8407930477997043,14.42399,3.9571292
B0004997,76.6083,23,2734.8801,21.7349,2,17,10,5,1,4.7177,3200.9407,1.078017678885149,-0.88600095959957,0.9135597001093658,-1.7489741,3.5538785
B0006404,149.8295,29,2597.1029,16.5434,5,19,9,1,1,4.4909,4155.4183,0.20946640313420054,1.7992467542162145,-0.06393984121020431,0.028007844,5.6493363
B0012910,130.5132,19,2507.8491,11.7281,3,24,7,4,1,5.8827,4387.6488,0.03214923268701052,0.8357391502675449,1.3705533265976058,0.021594651,5.6129622
B0000086,78.2278,7,846.1706,4.5941,2,18,15,3,1,6.1939,3840.2977,-2.246616240686504,-1.2815303961833948,1.042888941213112,-3.1810248,7.0968738
B0021666,87.332,2,3126.3511,19.4956,3,1,5,3,0,7.3969,3226.0789,1.1329369762969497,0.9252367926554995,-1.5327456977028882,13.424235,5.15403
B0000758,76.3364,16,2944.4323,17.5209,2,27,7,1,1,3.7011,2624.6185,1.5276941943458817,-1.266042584810365,0.9291835710303948,-3.4552517,3.0272162
B0022061,50.9885,7,2779.0765,13.7583,2,22,9,3,1,3.3743,2762.1154,0.9709117137749592,-1.97420366003713,1.317573063582329,-2.513201,3.60993
B0006901,91.1436,23,1914.1519,20.852,3,14,5,3,1,6.4694,3025.4263,0.8712024958161231,0.5152422062593605,0.24004575736306155,-0.5332888,4.6990933
B0006719,93.8859,13,1996.2657,16.0515,3,25,5,1,1,7.3437,3500.1183,0.35779166848401506,0.6643958304092885,0.9400799109990731,-0.7812978,5.27509
B0020166,84.3014,8,2119.6684,24.6271,2,18,5,3,1,4.1929,3141.4501,1.8516020709133343,-0.7597419813439711,1.0232020532511212,-1.3236445,2.515798
B0014393,65.4821,20,1395.6275,18.0537,2,7,7,3,1,3.439,2546.3948,0.9001675518190451,-1.6307584500566337,-0.2525103231943705,-3.2138717,2.7911632
B0000913,75.3159,27,356.1724,5.5118,2,26,9,3,1,5.5858,3383.1019,-1.3711649868343396,-1.3234088431368507,0.9580345837062347,-4.4418855,6.613746
B0021292,114.3825,18,1158.2348,17.682,4,14,3,2,1,3.8019,3990.7806,0.868572151715765,0.5326048014322555,0.1452272785410919,-0.022235803,4.9542556
B0016694,136.7455,24,2460.2473,13.8802,4,19,7,3,1,6.2308,4199.5349,0.004692426412495612,1.6244541645003316,0.5967047427040467,0.4692946,5.9709578
B0016338,57.4388,14,724.5738,14.8934,2,8,10,3,1,7.2966,2897.5596,-0.8395778454649871,-0.8601665671569796,0.06958010519002038,-2.7873325,5.0868053
B0018558,99.9039,27,3172.4663,20.9714,3,7,0,2,0,4.6038,2674.292,2.54030130392286,0.5085767582760606,-2.2025226698963123,13.008755,3.7811303
B0005920,54.1512,31,3699.0065,20.0534,2,21,2,3,1,4.6687,1512.9154,2.7090067826320183,-0.9405003072539303,0.4537579563542555,-2.571847,2.1188276
B0015219,76.6644,21,2600.2819,10.8149,2,27,8,2,1,5.1284,3254.9402,0.3695594161363726,-1.0250592790662467,1.006360183892347,-3.5946999,3.798382
B0020013,39.6865,5,3157.1833,23.2245,1,3,6,3,0,4.1935,1794.2281,2.354552450175407,-1.9735009915609596,-1.5549295409006265,14.512781,4.0094724
B0006396,38.5057,7,924.6288,10.3718,1,10,9,3,1,4.47,2271.3926,-0.24293637656703845,-2.664720374862533,0.4018536910312018,-3.4006257,5.0553527
B0001832,101.7843,11,2041.9766,15.1296,3,20,8,1,1,5.187,3645.4801,0.24515773007647176,0.004663705960066794,0.60118623343197,-1.0215648,5.1986938
B0007717,99.9563,23,2398.3525,20.7164,4,22,3,2,1,6.2162,3262.8754,1.3048432486448034,1.2260044917543864,0.6140708911267,0.1536368,4.6969194
B0007146,72.8606,18,3202.0928,23.6105,2,13,5,2,0,4.4931,2298.9155,2.280293572616231,-0.7256834787832089,-1.457128719446621,14.099745,3.5403552
B0008382,124.3686,26,1319.2884,4.8943,4,13,13,1,1,6.5019,4246.8573,-2.1300769604996073,0.8542543209584459,-0.42914137830486254,-2.0287476,8.606798
B0009592,102.9771,16,1536.2908,14.936,4,10,8,2,1,5.0398,3794.7696,-0.11089057160805674,0.4921430243264478,-0.08348902688540451,-0.6659929,5.7619796
B0003792,41.2251,21,645.2977,10.9739,1,11,7,3,1,4.3344,2210.5029,-0.004289417620991332,-2.5894519654119033,-0.0011609400000521764,-3.8676252,4.6256166
B0010554,85.7548,26,3062.4661,19.7936,2,11,4,2,0,3.9393,2446.6403,2.1023998083493156,-0.7116822490100885,-1.8905084442413969,14.120974,3.4201949
B0020860,77.0941,21,3124.283,18.5662,3,22,5,3,1,5.2053,2976.8674,1.5578648196541014,-0.06229964423851714,0.890646057123819,-0.6045984,3.4930685
B0015496,61.3092,10,1947.6071,16.4589,1,20,6,2,1,5.8002,2628.7121,0.8548911131182112,-1.4818636480121126,0.8570533617270352,-2.6395166,3.6242762
B0012706,150.4627,5,436.7501,7.9207,5,23,10,2,1,5.4092,5787.8455,-1.888916937061118,1.590510884604207,1.296009757212699,-0.6398285,8.444981
B0000139,108.3457,8,1579.9554,4.999,3,15,11,4,1,4.9704,4675.5551,-1.294774304609535,-0.2776351418470649,1.0289198931580394,-1.571863,6.880166
B0011310,69.9922,26,2595.8746,16.9294,2,7,6,4,1,6.8986,2636.3269,0.8160048407651238,-0.2708237181734148,-0.16744366266328456,-1.836722,4.1450415
B0006260,148.9585,21,1537.0555,1.6476,5,5,14,4,0,6.9007,5091.4807,-2.798614231168633,1.9986150522759425,-1.642418328270041,13.420815,7.6688714
B0016417,75.6575,22,2355.7547,14.8697,3,24,7,3,1,4.41,3018.4613,0.7571859175004684,-0.6080149037782104,0.9882935502900566,-1.8329928,4.4497714
B0017392,78.2361,28,1254.0125,18.8727,2,20,6,2,1,4.783,2893.0108,0.7623943944866604,-0.9852500033784645,0.2430597475260088,-3.1333075,3.6790717
B0014560,119.7505,19,1969.5031,13.0253,5,2,8,4,0,6.5523,4223.1483,-0.580959852759765,1.9228429429290996,-1.796861149943952,12.763117,6.1630955
B0004784,93.489,28,1558.9249,8.6699,3,6,7,1,0,5.4402,2835.8492,-0.38943159086217344,-0.14376026010150833,-2.570852341011179,13.965384,6.1514134
B0015215,136.8138,21,1169.4257,5.1757,3,10,9,2,0,6.8777,4429.2305,-1.6383427393693049,0.9012245520671853,-1.7564381447109116,13.87988,7.436724
B0002475,105.295,1,3213.5703,16.6909,4,24,7,3,1,5.6076,3764.7855,0.8300019791569369,0.9813232796094906,1.7474157336325356,0.8086289,4.682917
B0007995,50.3804,4,1584.0676,3.4694,1,16,12,3,1,5.6987,3081.6903,-1.2349505090920658,-2.2783042277183196,0.9700365476431482,-3.3199122,5.816567
B0008606,94.5759,10,2600.1315,16.6122,3,3,7,3,1,6.4309,3447.3931,0.5253666998408938,0.4975471933602461,-0.1537550392335508,0.05482554,4.804084
B0021903,154.9162,12,622.9353,14.6765,5,28,8,1,1,4.8421,5369.3397,-0.8294686980207071,1.7227754166658258,1.2007095121601206,-0.4910321,6.3720875
B0019951,62.2262,25,3005.747,21.9288,2,12,3,2,1,4.3956,2020.1237,2.41817380470357,-0.964062126892307,-0.26282973614703076,-2.5476859,2.034458
B0021239,67.0066,29,1035.6695,6.1237,3,10,7,2,0,4.8561,2491.0231,-0.6369834382346244,-0.9279225409463193,-2.0854616450440027,15.433156,5.7289596
B0003296,54.2254,24,2245.4993,11.8703,2,8,9,3,1,4.8552,2314.2463,0.26833317092910175,-1.5128616580103031,-0.30840714143969,-3.3597999,4.3685484
B0016076,131.5172,6,1597.5207,14.8241,5,8,7,4,1,6.7771,4593.0968,-0.5524544585481143,2.1832650819021118,0.6315483100537307,1.334951,7.237908
B0016305,101.5997,9,3093.2513,19.5153,3,12,6,5,1,7.8602,3534.5005,0.8097747868471622,1.2620074738806235,1.0726124419083185,1.9370761,5.2706017
B0007860,151.419,17,2846.8596,7.8716,5,16,9,2,1,6.4054,4742.4526,-0.8016396925328311,2.2904381611561355,0.3736861790268046,0.09932437,6.954764
B0021575,68.9553,32,2486.0807,16.0522,2,7,5,2,0,3.7116,2233.2719,1.4904651316155602,-1.2783113217406723,-2.416994411863384,14.887278,3.9342194
B0011565,154.6848,26,1340.7863,4.4494,4,26,14,1,1,6.2087,4714.5033,-2.367510012526344,1.2359537281367732,0.5640811051110257,-2.2103837,9.105788
B0007950,66.7859,11,1978.1288,16.198,2,10,5,4,0,5.906,2745.1511,0.7971972399210656,-0.6667789285675958,-0.9609813593102977,14.226032,4.87427
B0019566,47.8056,10,120.0,2.9887,1,9,13,3,0,4.0811,2865.721,-1.7930374097714403,-3.0072446061587645,-1.31096169925698,16.040424,5.8832583
B0012514,86.4368,25,2015.3541,10.3796,3,16,8,3,1,6.7303,3274.7534,-0.4212837211709753,0.15571831770730452,0.3068606732255967,-1.6500131,5.813414
B0008369,77.0629,5,120.0,11.095,2,22,8,5,1,6.1082,4168.1724,-1.0324512461067463,-0.9455558168466932,1.9065243131201746,-2.1300979,6.285597
B0022456,149.0211,1,1289.5396,9.0003,4,26,14,2,1,7.0685,5376.7964,-2.1930786143744645,1.5058875822053157,1.6773150247466362,-0.61609113,8.479414
B0016734,62.8389,12,4583.2563,20.3308,2,10,8,3,0,5.6448,2375.5932,2.0140058261166067,-0.5507281608592598,-1.2307126554479448,13.822903,4.112507
B0000774,98.3321,2,120.0,9.4313,3,14,13,5,1,6.2366,4872.8861,-2.132469324301456,-0.2148825373085888,1.4153434480025893,-1.8497527,7.0160894
B0021477,50.692,9,1213.8369,15.0501,1,4,10,5,0,5.7321,2733.063,-0.20202758061708997,-1.844704329736259,-1.1277827820694675,14.973678,5.3347135
B0014884,45.8261,19,2005.339,21.4398,2,10,7,3,0,5.0111,1750.4039,1.2383758845510233,-1.317238394909266,-1.4893398418251809,14.530631,4.235592
B0018379,79.8717,0,1012.5461,10.1717,2,5,11,4,1,5.7336,3942.3946,-1.0631867223133864,-1.0237859680854584,0.5436333204327309,-2.303587,6.117284
B0006556,116.5691,1,1142.675,3.4811,4,17,13,2,1,6.0489,4667.7728,-2.245451689641172,0.5133421022357654,0.9589094372625998,-0.9023781,8.108375
B0013954,134.3163,6,120.0,6.1889,4,23,12,4,1,7.7567,5566.1417,-2.787167666955082,1.3791099590038867,1.7573692952455469,0.25317344,9.270803
B0010804,107.1109,25,1772.8614,24.1408,2,6,4,2,1,2.5809,3120.96,2.0366376949189955,-0.8350330211340161,-0.7222731965300359,-2.9244595,2.298423
B0009307,66.241,32,2843.5324,19.8421,2,9,3,2,1,6.1373,1695.1187,1.8169203556763536,-0.39979171110604267,-0.7083548888595383,-2.1679,3.011348
B0014125,135.3212,32,1930.7452,16.1758,4,23,9,1,1,6.3581,3877.1476,-0.3244551267500208,1.4864227679282311,0.14703778350997224,-0.3368339,6.055401
B0007547,146.2251,16,527.7246,1.5899,5,28,13,2,1,5.3625,5493.8489,-2.774482296762774,1.2302276116428157,1.2846031853279571,-1.2906384,8.821263
B0022342,108.8768,20,2219.7783,10.5136,3,9,12,2,0,5.5769,3683.9009,-0.769507591710123,0.10307799635928018,-1.8182329479030204,14.207567,6.753341
B0010071,131.6796,12,271.9831,3.4301,4,9,15,3,1,6.0818,5424.5359,-3.0335704565982495,0.6554117730093125,0.22085328297933526,-0.25602722,8.843174
B0003959,59.1153,7,2435.6746,21.1028,1,10,3,3,1,3.2298,2469.9924,2.396711230505528,-1.9856675256744352,0.41681327043596733,-1.853912,1.7485967
B0005876,63.7582,27,3422.28,22.4295,1,1,6,1,0,6.0326,1888.382,2.004624689642584,-0.9645253430517223,-2.9071341928684076,14.287199,3.8786116
B0019394,62.708,23,120.0,4.6955,2,24,10,1,1,7.6106,3308.1366,-2.009618604009113,-1.0521552114671067,0.48146471780228994,-3.9795163,7.7429924
B0008870,45.6084,12,2821.544,16.8827,1,6,5,4,0,3.2311,1884.2542,1.9679687120471092,-2.290323318340903,-1.3471995774699732,14.667806,4.1260295
B0020811,66.7569,24,2061.105,14.1237,2,22,6,3,1,4.6249,2569.8752,0.8074605961058987,-1.2372260190923379,0.7594991794601821,-3.002797,3.739803
B0005237,130.6041,6,2122.1262,14.9827,4,18,5,4,1,4.5954,4434.7431,0.5421614945898074,1.0825458237988708,1.3554137249564904,1.395448,6.171347
B0001775,140.7527,31,120.0,1.7721,5,11,12,3,1,6.8492,5273.4257,-3.08269535595377,1.6663993619166773,-0.25910267810655746,-1.0849789,9.266216
